Year,Genre encoded,Votes encoded,Director encoded,Actor 1 encoded,Actor 2 encoded,Actor 3 encoded,Predicted_Rating
2016,6.0,6.0,6.2,6.5,6.0,4.9,6.0
2013,5.2,4.8,3.9,4.3,1.9,1.9,1.8
1938,6.0,5.8,6.1,6.4,5.8,5.8,5.800000000000004
1999,5.4,5.5,3.8,3.8,5.5,5.4,3.1
1947,6.0,5.8,5.8,5.8,5.9,5.9,5.799999999999836
2006,5.7,5.9,4.3,4.9,5.6,5.4,5.8
2003,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
2019,5.7,6.5,6.6,5.0,6.8,6.9,7.0
2013,5.7,5.7,4.4,5.4,4.9,2.9,2.9
1998,5.7,5.8,5.8,5.8,5.8,5.9,5.799999999999836
2019,6.0,6.0,6.9,6.9,6.9,5.4,6.2
1995,6.0,6.2,5.5,5.3,5.4,6.2,5.7
1987,5.6,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1974,6.0,5.7,5.8,5.7,6.4,6.0,5.1
1982,5.5,5.9,5.4,5.7,5.6,6.2,5.0
2020,6.4,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1959,6.2,5.8,6.8,6.7,6.6,6.1,6.6
2003,5.7,5.8,5.7,5.0,5.8,5.8,5.8
2010,6.0,5.7,4.3,5.0,5.6,4.2,3.2
1945,5.6,5.7,6.1,6.1,6.0,6.3,5.9
1947,6.2,5.4,5.8,5.9,5.6,6.0,7.0
1966,6.0,5.8,6.0,5.8,5.8,5.8,5.8000000000000025
1953,6.0,5.8,5.6,5.9,6.0,5.9,5.800000000000004
1984,5.5,5.7,5.1,6.0,6.3,6.4,5.5
2017,5.8,5.7,5.8,5.8,6.0,5.5,5.6
2013,5.8,5.9,5.5,5.3,6.2,5.7,5.3
1965,6.4,5.8,6.2,5.9,5.9,5.9,5.800000000000007
1986,5.6,5.8,5.8,6.0,6.0,5.9,5.799999999999999
2019,5.4,5.8,5.8,5.8,5.8,5.9,5.799999999999836
1986,5.3,5.8,5.3,5.3,5.8,5.1,5.8
2020,6.0,5.8,5.8,5.8,5.8,5.9,5.799999999999836
1992,6.0,5.8,7.2,6.5,6.4,7.5,8.1
1989,5.6,5.7,4.7,5.7,6.0,4.6,4.7
1989,5.5,6.1,6.1,5.5,5.1,5.3,4.7
2006,6.4,6.6,6.0,5.8,5.5,5.5,6.6
1942,5.8,5.8,5.8,5.8,5.8,5.9,5.799999999999836
1997,5.5,5.6,5.4,5.5,4.9,5.4,4.1
2021,5.7,5.8,5.8,7.0,5.8,5.9,5.800000000000008
1991,5.7,5.8,5.7,5.4,5.8,6.4,5.8
2015,6.7,5.4,6.1,5.6,5.6,5.6,5.4
1966,6.2,5.7,6.4,5.8,7.0,7.0,7.3
2020,5.7,6.1,5.5,6.3,6.3,6.3,6.3
1935,6.0,5.8,5.8,5.8,5.8,5.9,5.799999999999836
2019,6.0,5.8,5.8,5.8,5.8,5.0,5.800000000000003
2003,5.7,5.8,5.8,5.7,5.9,5.9,5.800000000000006
2012,6.0,6.1,7.7,7.8,7.7,6.5,7.6000000000000005
1935,6.0,5.8,5.8,5.8,5.9,5.9,5.799999999999836
2015,6.0,5.9,2.9,5.5,5.6,4.6,2.9
2017,5.6,6.8,5.9,6.3,6.8,6.8,6.7
1955,5.7,5.8,5.8,5.8,6.1,6.2,5.800000000000001
1935,6.0,5.8,5.8,5.8,5.9,5.9,5.799999999999836
1985,5.6,5.7,3.8,5.2,5.4,4.9,5.8
1936,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2019,6.0,6.0,6.1,6.1,6.3,6.1,6.7
2017,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1950,6.0,5.8,5.7,5.8,5.9,5.9,5.799999999999836
1962,6.0,6.0,6.5,5.8,5.8,5.9,6.1
1993,5.6,5.8,5.8,5.8,5.9,5.9,5.799999999999836
1985,5.7,5.4,5.8,6.0,4.7,5.8,6.2
2008,5.5,7.3,6.6,6.9,4.8,7.3,7.1
1988,6.0,5.8,5.8,5.8,5.5,5.8,5.799999999999836
1923,6.0,5.8,5.8,5.8,5.8,5.9,5.799999999999836
1997,5.8,7.3,5.8,4.8,6.3,5.7,7.299999999999999
2016,5.8,5.7,6.3,6.3,5.8,5.1,6.2
1953,5.9,5.7,5.0,5.7,5.4,6.3,5.3
2019,5.4,5.8,6.3,5.8,5.9,5.9,5.800000000000004
1991,6.0,5.8,5.9,5.9,5.9,5.9,5.799999999999973
2002,5.6,5.4,4.5,5.1,5.3,5.2,3.3
2019,5.7,5.8,5.8,5.8,5.8,5.9,5.799999999999836
2019,5.7,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2021,4.8,5.8,5.8,5.8,5.8,5.8,5.799999999999998
2021,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1962,4.6,5.7,5.8,5.8,5.9,5.8,5.400000000000001
2019,5.8,5.8,4.7,4.6,5.3,5.8,5.0
1971,6.1,5.8,5.9,7.3,7.3,7.3,7.4
1961,5.6,5.8,5.8,5.8,5.8,5.9,5.799999999999836
1991,5.6,5.7,5.8,5.7,5.4,4.7,4.8
1999,5.4,5.8,5.0,4.6,5.4,5.5,3.2
1992,5.6,5.8,5.8,5.4,4.8,5.4,5.800000000000001
2012,6.0,6.2,6.0,5.4,6.4,5.3,6.1
2001,6.0,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1936,6.0,5.8,5.8,5.8,6.0,5.8,5.8
1987,6.0,6.2,6.0,5.3,5.7,7.2,7.4
1999,5.7,5.2,5.4,5.0,5.7,5.6,4.7
2019,6.0,5.8,5.2,5.4,5.8,5.9,6.6
2020,5.4,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2019,5.4,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2013,5.6,6.2,7.0,6.3,4.9,6.2,5.3
1976,5.4,5.7,5.9,5.8,5.7,5.8,7.5
1968,6.2,5.6,6.5,6.8,6.5,6.5,6.4
1982,5.6,5.4,5.4,4.4,5.3,6.0,5.4
2021,6.4,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1997,6.0,5.8,5.8,5.5,5.1,5.3,5.800000000000001
2004,5.8,5.8,5.8,5.8,5.8,5.9,5.799999999999836
1998,5.3,6.2,6.2,5.2,5.3,5.1,4.7
2002,6.0,5.8,4.3,5.3,4.9,5.5,5.8
1992,6.0,6.0,4.9,4.8,5.6,5.2,4.8
1951,6.0,5.8,5.8,5.9,6.0,5.7,5.800000000000003
2017,5.7,6.2,7.3,7.3,7.3,5.5,6.7
1995,5.4,6.0,5.4,5.5,5.4,5.5,5.2
2004,5.8,4.7,4.5,4.2,5.6,4.8,4.9
2012,5.8,5.9,4.0,4.7,5.7,5.7,3.9
1960,6.0,5.8,6.7,5.6,5.8,6.5,5.800000000000004
2005,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1984,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1996,5.6,5.7,4.4,5.7,5.6,4.6,4.8
2015,5.9,6.0,6.8,5.0,7.2,5.8,5.6
2012,6.3,5.8,7.8,7.8,6.2,5.8,7.7
1996,6.0,5.8,6.6,5.8,5.8,5.8,5.800000000000004
2004,6.0,5.7,6.6,6.6,4.9,6.6,6.6
2013,6.7,5.9,5.5,5.6,5.6,6.0,5.5
2000,6.0,5.8,5.8,4.9,5.5,5.2,5.8
2003,5.9,5.1,4.8,5.3,5.3,3.7,3.7
1995,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2019,6.0,5.8,5.8,6.1,5.9,5.9,5.8
1976,5.8,5.8,6.0,5.6,5.8,6.1,5.799999999999999
2013,5.6,5.8,5.5,6.2,5.8,5.3,3.4
2013,6.4,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1994,6.0,5.7,4.8,4.8,5.3,5.0,4.8
1978,6.1,5.2,5.6,6.8,6.2,5.9,5.1
2011,5.5,4.7,4.7,5.3,5.7,5.7,4.9
2015,5.9,7.6,5.8,6.6,5.6,6.2,7.6
2018,6.0,6.9,5.7,6.3,6.2,5.8,6.3
2016,5.7,3.8,3.2,3.8,4.8,3.8,3.8
2016,5.7,6.7,5.3,6.7,5.8,6.1,6.3
2009,6.3,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1990,5.6,5.4,5.6,5.2,5.2,5.3,4.2
2007,6.2,7.8,7.2,5.7,7.0,7.8,8.1
1982,6.4,5.8,5.8,5.6,5.9,5.9,5.800000000000005
1982,6.4,7.1,7.1,6.7,6.4,6.4,7.099999999999997
2005,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1981,5.7,5.8,6.3,5.1,5.8,5.3,5.1
1983,6.0,5.8,6.5,6.0,5.8,6.0,5.8
1946,6.0,5.8,5.9,5.9,6.3,5.9,5.800000000000004
1957,6.5,5.8,5.8,5.8,5.5,5.7,5.8
1985,6.0,5.6,6.4,6.4,6.4,6.4,6.5
1962,6.4,5.7,7.1,6.8,6.8,6.5,7.6
1944,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2004,5.8,5.7,4.7,6.3,5.4,4.7,4.8
1961,6.1,5.8,5.8,6.0,5.8,6.0,5.799999999999836
1958,6.0,5.8,5.8,5.9,5.8,5.9,5.799999999999836
2005,6.0,5.7,4.8,4.3,5.7,5.4,5.1
1967,5.9,6.1,6.6,7.3,6.5,6.6,7.0
1966,5.6,5.8,5.9,5.9,5.9,5.9,5.800000000000005
1943,6.0,5.8,5.8,5.8,5.9,5.9,5.799999999999836
1977,5.8,5.8,6.5,6.0,5.9,6.1,5.4
2019,5.3,5.8,6.4,5.8,6.3,5.8,5.8
1962,6.0,5.8,5.9,6.0,5.8,5.8,6.0
1992,5.5,5.7,5.1,5.4,5.0,5.8,3.9
1997,5.6,5.8,5.1,5.1,5.3,5.8,4.8
2013,5.9,7.4,7.1,5.5,7.1,7.1,7.4
1999,5.4,5.8,5.0,5.8,5.8,5.8,5.8000000000000025
2000,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2021,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1958,6.0,6.2,5.7,7.7,7.0,7.3,8.6
1992,5.7,6.1,5.2,4.6,5.6,5.6,5.5
1949,6.0,5.8,5.8,6.0,6.2,6.0,5.800000000000004
2021,5.8,5.8,4.4,5.4,5.8,5.7,5.8
1943,5.3,5.8,5.8,5.8,5.8,5.8,5.799999999999998
1971,6.6,6.2,6.9,7.1,5.3,6.0,7.5
2020,6.0,5.8,5.5,5.8,5.8,5.8,5.799999999999836
1986,6.4,5.8,6.2,5.9,5.9,5.9,5.800000000000007
2003,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
2004,5.4,5.8,5.7,5.8,5.9,5.8,5.799999999999836
1946,5.8,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1979,6.7,5.6,7.3,6.7,7.5,7.2,7.7
2013,5.9,5.6,5.9,6.2,6.8,6.8,6.9
1946,6.0,5.8,6.1,5.8,6.0,5.8,5.8
1955,6.1,6.2,7.2,6.4,6.2,6.5,7.3
1987,5.7,5.8,5.8,5.4,6.0,6.0,5.799999999999999
2019,5.8,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1991,6.0,5.7,5.4,6.2,5.2,4.4,4.8
1964,6.1,5.7,6.1,6.3,6.8,6.4,5.8
1979,6.2,5.8,6.1,5.9,5.5,6.4,6.0
2005,5.7,5.8,5.8,5.8,5.8,5.7,5.8
1974,6.0,5.1,6.9,6.0,6.1,6.3,7.1
2021,6.0,5.9,7.6,7.6,7.6,5.9,7.6000000000000005
1949,6.0,5.8,5.8,5.8,5.9,6.0,5.799999999999836
2004,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1942,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1991,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
2005,6.0,6.6,7.4,6.3,6.7,7.3,7.8
2005,5.9,4.8,4.5,5.2,5.7,4.4,4.1
1997,5.4,5.8,5.8,5.8,6.4,5.9,5.799999999999999
1986,5.9,5.8,5.8,6.3,6.6,5.2,5.8
2021,6.4,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1963,6.2,6.2,6.6,6.2,6.5,6.9,6.3
1936,6.0,5.8,5.8,6.5,5.9,5.9,5.8
2000,5.6,5.8,5.6,5.5,5.3,5.3,5.5
2013,5.7,6.0,6.2,5.9,5.5,5.4,5.3
2020,6.5,3.6,4.2,5.8,5.5,3.2,3.6
1966,5.6,5.8,5.8,5.8,6.2,5.8,5.800000000000003
1983,6.0,5.8,6.0,5.8,5.8,6.1,5.800000000000007
1949,6.0,5.8,6.1,5.9,5.9,5.9,5.8
2012,5.6,3.2,5.5,5.1,2.5,2.5,3.1
1985,6.6,5.5,7.1,6.3,7.1,6.2,5.8
2010,5.7,5.3,5.4,5.4,5.1,5.2,5.4
1955,6.0,5.8,6.0,5.9,6.3,6.0,5.800000000000006
2015,5.4,5.8,5.8,4.8,5.8,5.8,5.8
2013,5.7,5.7,4.2,3.6,3.6,3.6,3.6000000000000005
1980,5.7,5.8,5.8,5.8,5.7,5.8,5.799999999999836
1984,6.2,6.3,5.2,6.1,5.7,5.3,4.9
2017,6.1,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1972,6.0,6.5,6.0,5.9,6.6,6.2,6.8
1981,5.6,5.8,6.2,6.3,5.8,5.9,5.8
2019,5.9,5.8,5.8,5.8,5.1,5.4,5.8
1988,5.7,5.4,4.4,4.4,4.9,5.0,3.8
2001,5.9,5.8,5.8,4.4,5.7,3.0,4.0
1989,5.6,5.6,4.7,5.3,6.3,6.0,4.7
2021,6.0,5.8,6.4,6.0,5.9,5.9,5.8
2005,6.0,5.7,5.3,4.6,6.7,4.7,5.3
1955,6.0,5.8,6.0,6.0,6.1,6.4,5.800000000000006
1999,6.4,5.7,5.4,7.0,7.0,6.2,5.2
1936,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1987,6.0,6.2,6.1,5.9,5.1,6.3,4.4
2009,6.4,5.9,8.3,5.9,5.9,5.9,8.2
1965,6.0,5.7,7.1,6.1,6.0,5.9,7.3
1956,6.0,5.8,5.9,5.9,5.8,6.1,5.8
1996,5.6,6.0,4.5,5.3,5.7,5.6,4.7
1960,5.7,6.0,6.6,6.7,6.2,6.5,6.8
2017,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2002,5.7,5.8,5.8,5.7,5.9,5.9,5.800000000000006
2019,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1939,6.0,5.8,6.0,5.8,5.8,5.8,5.800000000000003
1976,5.9,5.4,7.0,7.0,6.4,6.5,6.9
2001,5.8,6.0,4.8,5.6,6.0,5.7,5.9
1993,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
2012,5.9,6.7,7.0,6.6,5.8,6.2,6.900000000000001
2000,5.4,5.8,5.8,5.8,5.8,6.1,5.800000000000004
1965,6.2,6.2,5.7,6.2,6.7,6.4,6.5
1986,5.7,5.4,4.9,4.2,3.9,5.1,4.2
2004,5.9,6.0,7.2,6.0,7.2,7.2,7.5
1989,5.5,5.9,5.3,5.3,5.6,5.7,5.0
2019,6.2,4.0,5.5,5.4,6.0,6.2,5.6
1991,5.7,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1990,6.0,4.6,5.4,5.5,5.8,4.5,5.1
1976,6.1,5.4,5.8,6.1,5.9,5.8,5.8
1944,6.0,5.8,5.9,5.8,5.8,6.3,5.8
2008,6.2,6.1,6.6,5.3,6.2,6.2,6.6
1999,6.0,6.1,5.2,5.0,5.1,5.7,4.7
2012,6.2,7.2,7.2,5.4,6.2,5.6,7.2
1995,5.7,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1947,6.1,5.8,6.0,5.8,6.2,5.8,5.8
2011,6.0,5.8,5.8,5.0,5.8,5.8,5.8
1950,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1952,6.0,5.8,6.3,5.8,5.8,5.8,5.8000000000000025
2005,6.4,8.1,6.9,5.3,6.3,8.1,8.099999999999998
2019,5.8,6.0,4.9,5.1,4.6,4.9,3.9
2020,5.4,5.7,3.5,3.5,3.5,4.7,3.5
1993,5.7,5.8,5.7,5.9,5.9,5.9,5.799999999999836
2007,5.6,5.8,4.6,5.2,5.8,5.5,5.799999999999998
1967,6.1,5.8,5.7,5.8,6.2,5.5,5.8
2017,5.4,5.6,6.7,7.2,7.2,7.2,7.1
1957,6.0,5.8,5.8,5.8,6.3,5.9,5.800000000000006
1987,6.0,5.8,5.8,5.8,5.9,5.9,5.799999999999836
1936,6.0,5.8,5.9,5.8,5.9,5.9,5.800000000000004
1997,5.6,6.2,7.2,5.2,5.9,5.9,7.9
1979,5.6,5.8,5.8,5.8,6.2,5.9,5.8
2008,2.7,6.0,2.7,2.7,2.7,2.7,2.7
1995,5.7,5.6,3.0,5.4,4.9,5.1,3.1
1944,6.0,5.8,6.2,5.8,7.1,6.0,7.1
2018,5.7,5.8,5.8,5.8,5.9,5.9,5.799999999999836
1946,5.8,5.8,5.6,5.9,5.8,5.9,5.799999999999836
1979,6.0,5.8,6.2,5.8,5.6,5.8,5.8
2011,6.0,5.6,7.0,7.0,7.0,7.0,7.0
1937,6.0,5.7,5.8,6.0,5.9,5.5,6.1
1956,6.5,5.8,6.5,6.0,6.2,6.2,6.8
1993,5.7,5.5,6.6,6.0,6.4,5.4,5.9
1948,6.0,5.8,5.8,5.8,6.0,5.9,5.800000000000004
1998,5.6,5.8,4.8,5.2,5.3,5.5,4.8
2016,6.0,5.8,5.8,5.4,5.8,5.8,5.800000000000005
2020,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1989,6.0,6.4,4.8,5.6,5.0,6.2,6.5
2008,6.0,5.8,5.8,5.9,5.3,6.1,5.8
2019,4.8,5.8,5.8,5.8,5.8,5.8,5.799999999999998
1995,5.6,5.8,5.6,6.3,5.2,4.7,5.5
1987,5.6,5.8,5.9,5.6,6.2,5.9,5.799999999999999
1966,5.9,6.2,6.4,6.3,6.1,6.4,6.5
2002,6.0,5.8,5.8,5.8,5.8,5.9,5.799999999999836
2015,5.5,6.6,6.1,5.8,6.6,6.1,6.6
1978,5.6,5.7,5.8,6.0,5.8,6.4,5.0
1952,6.1,5.8,6.1,5.8,5.8,6.0,5.800000000000007
1992,5.7,5.8,5.1,5.8,5.9,5.3,5.8
1981,6.0,5.8,5.8,6.3,5.8,5.6,5.8
1947,6.0,5.7,6.1,5.6,6.0,5.4,4.8
2019,5.6,8.1,7.6,6.8,6.9,5.3,8.1
2011,5.8,5.6,3.9,5.1,4.9,5.7,4.2
1935,6.0,5.6,6.3,6.3,5.9,6.3,6.3
2003,5.8,5.8,5.8,5.3,5.8,5.3,5.800000000000001
2005,6.8,7.6,7.0,5.2,6.9,4.9,7.6
2002,6.4,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2013,6.0,5.7,7.6,5.9,5.9,5.9,7.6
1957,5.8,5.5,6.1,6.2,6.4,6.3,5.8
1937,6.0,5.8,6.1,6.4,5.9,5.7,5.800000000000004
1988,5.5,5.4,4.4,4.7,5.5,5.4,4.6
2014,5.7,5.4,3.0,3.0,3.0,3.0,3.2
2018,5.5,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1991,6.0,5.9,7.0,6.5,5.8,6.2,5.900000000000001
1960,5.7,5.9,6.1,6.4,6.3,6.1,7.9
2013,6.0,4.9,5.7,6.0,6.2,6.2,5.9
2013,6.2,4.6,4.6,6.2,6.0,5.0,5.0
1936,6.0,5.8,5.9,5.9,5.9,5.9,5.800000000000004
1940,6.0,5.8,6.2,6.2,6.0,5.8,5.800000000000004
2004,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1984,6.6,6.7,6.1,5.6,6.2,5.6,7.2
1991,6.0,5.7,5.9,6.0,5.3,6.1,6.2
1974,5.6,5.8,6.4,6.4,6.4,6.4,7.1
1969,6.0,5.8,5.9,5.9,5.9,5.9,5.800000000000006
1972,6.4,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2020,6.0,5.9,9.3,9.3,9.3,9.3,9.3
2019,5.8,5.8,5.9,5.9,5.9,5.9,5.799999999999973
2019,6.0,5.8,5.8,5.8,5.8,5.9,5.799999999999836
1961,6.0,5.5,7.0,6.3,6.7,6.4,6.9
2009,5.6,5.8,5.8,5.8,5.5,4.9,5.8
1975,6.8,7.3,6.3,5.9,6.0,6.3,7.299999999999999
2019,5.7,5.8,5.8,5.8,5.4,5.2,5.8
2006,6.1,5.3,4.6,5.3,5.6,5.5,5.6
2003,6.2,7.9,5.8,6.1,6.3,5.8,7.9
1989,6.0,5.8,5.8,5.8,5.6,6.0,5.799999999999836
2008,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2018,5.8,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2012,6.0,6.4,7.2,5.8,5.8,5.3,6.4
2007,5.6,5.7,4.4,5.0,5.4,5.8,4.7
1940,6.0,5.8,5.8,5.9,5.9,5.4,5.800000000000003
2002,5.7,5.8,2.9,4.4,2.9,2.9,2.9
1941,6.0,5.6,6.0,6.3,5.9,6.3,6.3
2018,5.7,2.2,5.5,4.8,4.6,2.2,1.7
1976,6.0,6.3,7.2,8.8,8.6,7.2,8.6
1960,6.1,5.8,5.0,5.9,6.1,5.7,5.8
2009,6.0,5.8,5.8,5.5,6.2,5.8,5.799999999999999
1996,5.7,5.7,5.0,5.0,5.9,6.4,5.0
1991,6.0,5.8,5.8,5.5,5.8,5.8,5.800000000000005
1979,5.6,5.7,6.4,5.4,6.3,6.2,6.4
1976,6.4,5.8,6.2,5.9,5.9,5.9,5.800000000000007
1975,6.0,5.8,5.8,6.0,5.9,5.9,5.799999999999836
2010,5.7,7.2,6.6,5.7,6.4,7.2,7.200000000000002
1971,5.8,5.7,6.1,6.2,6.1,6.1,6.5
1990,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1995,5.5,4.9,6.1,5.3,5.7,6.3,5.0
1959,6.7,5.6,6.0,5.8,6.2,6.4,6.6
1966,5.7,5.4,6.5,6.4,6.7,6.1,6.5
2019,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1968,5.7,5.6,8.0,7.0,8.1,6.1,8.0
1989,5.4,6.2,4.4,4.4,4.8,4.8,5.7
1940,6.0,5.8,5.8,5.8,5.9,5.9,5.799999999999836
2000,5.4,5.8,5.0,4.5,5.5,5.4,3.2
2021,5.5,5.8,6.0,5.8,5.7,6.2,5.8
1961,5.6,5.8,5.8,5.6,6.4,5.9,5.8000000000000025
2018,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1933,6.0,5.8,5.8,5.9,5.8,5.8,5.799999999999836
1946,6.0,5.8,5.8,5.8,5.9,5.9,5.799999999999836
1971,5.4,5.8,6.2,5.9,5.9,6.0,5.800000000000004
1993,5.5,5.7,5.2,5.4,4.9,6.1,3.9
1990,5.5,5.1,4.5,5.3,5.2,5.1,5.5
2019,5.4,5.8,5.6,5.9,5.9,5.9,5.799999999999836
2019,5.5,5.8,6.3,6.4,5.8,5.2,5.799999999999998
2001,6.0,5.6,5.9,4.6,3.5,4.2,3.4
2005,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1947,6.0,5.8,6.1,5.8,5.9,5.9,5.8
1999,5.7,5.8,5.6,5.8,5.8,5.8,5.799999999999836
2000,5.6,5.8,5.8,5.8,5.4,5.8,5.799999999999836
1989,6.4,5.7,6.9,8.1,8.1,5.9,8.1
2016,6.0,5.8,5.8,5.9,5.8,5.8,5.799999999999836
1939,6.0,5.8,6.0,5.8,5.9,5.8,5.800000000000003
1991,5.5,6.8,6.4,6.0,5.4,4.9,6.4
2011,6.0,5.4,5.9,6.6,5.6,7.1,6.4
2021,5.7,5.8,6.4,5.8,5.8,5.8,5.800000000000004
1998,5.4,5.8,5.8,5.6,5.8,5.9,5.800000000000006
1970,6.1,5.7,6.0,5.8,6.1,5.8,6.1
1937,6.0,5.8,6.0,6.2,6.2,5.8,5.800000000000004
1972,4.6,6.0,5.9,5.4,5.6,5.6,6.8
1984,5.7,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1963,6.1,6.1,6.5,6.4,5.9,6.1,7.2
1942,6.0,5.8,6.1,5.8,5.9,6.5,5.800000000000003
1990,4.7,5.7,4.7,6.9,5.7,5.3,6.2
1935,6.0,5.8,6.0,5.8,5.8,5.8,5.800000000000004
1973,6.0,5.8,5.8,5.7,5.8,6.1,5.800000000000005
2019,6.0,5.4,5.4,5.6,5.4,6.8,4.5
1952,5.7,5.7,6.1,6.4,6.1,6.1,6.4
1986,5.7,5.8,5.8,6.1,5.5,5.8,5.8
1989,6.0,5.8,5.8,5.3,5.8,5.8,5.800000000000005
1933,6.0,5.8,5.7,5.8,5.8,5.8,5.799999999999836
1984,6.0,5.8,5.8,6.0,5.7,5.8,5.799999999999836
2021,6.0,5.8,5.8,4.1,5.5,5.2,4.6
1943,6.0,5.8,5.9,6.2,5.9,5.8,5.800000000000004
1980,6.0,5.8,5.9,5.9,5.9,5.9,5.800000000000006
2020,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1961,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1986,5.8,5.8,5.2,6.0,6.3,5.0,5.1
1995,6.0,5.8,5.8,5.5,5.8,6.1,5.800000000000005
1968,5.6,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2021,6.0,5.8,5.8,5.8,5.8,5.6,5.8
1986,6.0,5.8,5.9,5.9,5.9,5.9,5.799999999999973
2004,5.6,4.8,5.3,5.9,5.7,5.3,5.0
2016,5.9,5.7,5.6,6.2,5.5,6.5,5.6
1977,5.0,5.8,6.0,6.3,5.8,5.8,5.6
1944,6.0,5.8,6.0,5.8,5.9,5.9,5.800000000000003
2002,5.6,6.3,6.8,6.0,6.1,5.9,6.1
2009,6.4,5.7,3.9,4.6,4.9,5.4,4.2
2007,6.2,5.9,5.4,5.2,5.3,5.4,5.8
1981,6.0,5.8,5.8,5.8,5.9,5.8,5.799999999999836
2002,5.6,5.7,5.4,5.0,5.4,5.6,5.6
1958,6.0,5.8,6.5,6.4,6.4,6.2,5.8
2006,5.7,5.7,4.7,5.5,5.6,5.7,5.2
1967,5.8,6.0,5.9,6.2,6.2,6.2,6.8
1984,6.0,5.7,4.7,5.8,6.2,6.0,7.1
2005,5.7,5.8,4.6,5.8,5.8,5.8,5.8000000000000025
2016,5.9,4.2,5.3,4.6,6.0,5.6,5.3
2020,5.7,5.7,5.7,5.8,6.0,6.0,5.5
1942,6.0,5.8,5.8,5.8,5.2,5.8,5.799999999999836
2012,5.9,8.1,6.2,6.7,6.8,8.1,8.1
2021,6.0,5.8,5.8,5.8,7.2,5.1,5.8
2016,5.4,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1977,6.1,5.8,5.6,5.3,5.9,5.7,5.8
2000,5.4,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1948,6.0,5.8,5.0,5.9,5.9,5.9,5.8000000000000025
1978,6.1,6.5,6.1,5.9,6.1,6.1,7.7
1965,5.6,5.8,5.8,5.8,5.8,6.0,5.799999999999836
2007,5.7,6.8,6.9,6.0,5.6,5.4,6.8
2021,6.0,5.7,7.0,6.8,5.3,6.7,6.900000000000001
1991,6.0,6.0,4.5,4.1,5.2,4.3,3.1
1991,5.7,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2013,5.5,1.7,4.4,5.3,3.2,4.2,2.4
2009,6.0,7.1,6.8,6.3,6.8,5.5,7.099999999999997
2019,5.8,5.8,5.5,5.9,5.9,5.9,5.799999999999836
